Category,Vendor,Product,Random,Name,Manufacturer,Scheme,Assurance Level,Protection Profile(s),Certification Date,Archived Date,Certification Report URL,Security Target URL,Maintenance Date,Maintenance Title,Maintenance Report,Maintenance ST
Other Devices and Systems,,,,Dell EMC&trade; VMAX&reg; All Flash and PowerMax&trade; with PowerMaxOS 5978,Dell EMC,CA,"EAL2+,ALC_FLR.2",,10/15/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-447 CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/VMAX_EAL2_ST_1.4.pdf,3/15/2021,"Dell EMC™ VMAX® All Flash and PowerMax™ with PowerMaxOS 5978.444.444, Solutions Enabler 9.1 and Unisphere for PowerMax 9.1 with security patches: DSA-2019-186, DSA-2019-193, DSA-2020-062, DSA-2020-065, DSA-2020-130, DSA-2020-221",http://www.commoncriteriaportal.org:443/files/epfiles/447-EWA MR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/447-EWA ST v1.6.pdf
Other Devices and Systems,,,,Dell EMC&trade; VMAX&reg; All Flash and PowerMax&trade; with PowerMaxOS 5978,Dell EMC,CA,"EAL2+,ALC_FLR.2",,10/15/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-447 CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/VMAX_EAL2_ST_1.4.pdf,,,,
Other Devices and Systems,,,,Rubrik Cloud Data Management,"Rubrik, Inc.",NO,"EAL2+,ALC_FLR.1",,10/10/2018,10/10/2023,http://www.commoncriteriaportal.org:443/files/epfiles/20181010 Sertit-112 CR v1_0Rubrik.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST_Rubrik_Cloud_Data_Management_v.1.2.pdf,,,,
Other Devices and Systems,,,,Hikvision Network Camera Series,"Hangzhou Hikvision Digital Technology Co.,Ltd.",NO,"EAL2+,ALC_FLR.2",,9/18/2018,9/18/2023,http://www.commoncriteriaportal.org:443/files/epfiles/SERTIT-115 Hikvision CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ASE] HikVision Network Camera Series ST v3.0.pdf,,,,
Other Devices and Systems,,,,"Medical Access Port_1BK_1.0.0, Bauform Einboxkonnektor 1.0",T-Systems International GMBH,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",NK-PP,9/10/2018,9/10/2023,http://www.commoncriteriaportal.org:443/files/epfiles/0928a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0928b_pdf.pdf,11/14/2018,"Medical Access Port_1BK_1.0.0, Bauform Einboxkonnektor 1.4.13",http://www.commoncriteriaportal.org:443/files/epfiles/0928ma2a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0928ma2b_pdf.pdf
Other Devices and Systems,,,,"Medical Access Port_1BK_1.0.0, Bauform Einboxkonnektor 1.0",T-Systems International GMBH,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",NK-PP,9/10/2018,9/10/2023,http://www.commoncriteriaportal.org:443/files/epfiles/0928a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0928b_pdf.pdf,11/14/2018,"Medical Access Port_1BK_1.0.0, Bauform Einboxkonnektor 1.4.14",http://www.commoncriteriaportal.org:443/files/epfiles/0928ma1a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0928ma1b_pdf.pdf
Other Devices and Systems,,,,"Medical Access Port_1BK_1.0.0, Bauform Einboxkonnektor 1.0",T-Systems International GMBH,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",NK-PP,9/10/2018,9/10/2023,http://www.commoncriteriaportal.org:443/files/epfiles/0928a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0928b_pdf.pdf,,,,
Other Devices and Systems,,,,Skybox Security Suite Version&#x3a; 9.0.201,Skybox Security,AU,"EAL2+,ALC_FLR.1",,8/30/2018,8/30/2023,http://www.commoncriteriaportal.org:443/files/epfiles/EFS-T053-Skybox_CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/EFS-T053-Skybox_ST.pdf,,,,
Other Devices and Systems,,,,"DERMALOG Fingerprint PAD Kit ZF1&#x2f;F1 bestehend aus ZF1, Part-No. 9014-0005-02&#x3b; F1, Part-No. 9024-0002-01&#x3b; DermalogBPZF1Plugin, V 1.2.5.1817&#x3b; DermalogFakeFingerDetectionZF1Plugin, V 1.3.1.1817&#x3b; DermalogAuditLogger, V 1.0.1.1803",DERMALOG Identification Systems GmbH,DE,"None,ADV_ARC.1,ADV_FSP.2,ADV_TDS.1,AGD_OPE.1,AGD_PRE.1,ALC_CMC.2,ALC_CMS.2,ALC_DEL.1,ALC_FLR.1,ASE_CCL.1,ASE_ECD.1,ASE_INT.1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1,ASE_TSS.1,ATE_COV.1,ATE_FUN.1,ATE_IND.2",FSDPP_OSP_V1.7,8/20/2018,8/20/2023,http://www.commoncriteriaportal.org:443/files/epfiles/1043a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1043b_pdf.pdf,9/12/2019,"DERMALOG Fingerprint PAD Kit ZF1&#x2f;F1Hardware&#x3a; ZF1, Part-No. 9014-0007-00&#x3b; F1, Part-No. 9024-0009-00 Software&#x3a; DermalogBPZF1Plugin, V 1.4.3.1837 DermalogFakeFingerDetectionZF1Plugin, V 1.3.1.1817 DermalogAuditLogger, V 1.1.3.1827",http://www.commoncriteriaportal.org:443/files/epfiles/1043ma1a_pdf.pdf,
Other Devices and Systems,,,,"DERMALOG Fingerprint PAD Kit ZF1&#x2f;F1 bestehend aus ZF1, Part-No. 9014-0005-02&#x3b; F1, Part-No. 9024-0002-01&#x3b; DermalogBPZF1Plugin, V 1.2.5.1817&#x3b; DermalogFakeFingerDetectionZF1Plugin, V 1.3.1.1817&#x3b; DermalogAuditLogger, V 1.0.1.1803",DERMALOG Identification Systems GmbH,DE,"None,ADV_ARC.1,ADV_FSP.2,ADV_TDS.1,AGD_OPE.1,AGD_PRE.1,ALC_CMC.2,ALC_CMS.2,ALC_DEL.1,ALC_FLR.1,ASE_CCL.1,ASE_ECD.1,ASE_INT.1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1,ASE_TSS.1,ATE_COV.1,ATE_FUN.1,ATE_IND.2",FSDPP_OSP_V1.7,8/20/2018,8/20/2023,http://www.commoncriteriaportal.org:443/files/epfiles/1043a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1043b_pdf.pdf,,,,
Other Devices and Systems,,,,Digital Tachograph EFAS-4.8 V03.50,intellic Germany GmbH,DE,"EAL4+,ATE_DPT.2,AVA_VAN.5",VU_PP_V1.0,8/14/2018,8/14/2023,http://www.commoncriteriaportal.org:443/files/epfiles/1055a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1055b_pdf.pdf,11/9/2018,Digital Tachograph EFAS-4.8 V03.50,http://www.commoncriteriaportal.org:443/files/epfiles/1055ma1a_pdf.pdf,
Other Devices and Systems,,,,Digital Tachograph EFAS-4.8 V03.50,intellic Germany GmbH,DE,"EAL4+,ATE_DPT.2,AVA_VAN.5",VU_PP_V1.0,8/14/2018,8/14/2023,http://www.commoncriteriaportal.org:443/files/epfiles/1055a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1055b_pdf.pdf,3/14/2019,Digital Tachograph EFAS-4.8 Version 03.52,http://www.commoncriteriaportal.org:443/files/epfiles/1055ma2a_pdf.pdf,
Other Devices and Systems,,,,Digital Tachograph EFAS-4.8 V03.50,intellic Germany GmbH,DE,"EAL4+,ATE_DPT.2,AVA_VAN.5",VU_PP_V1.0,8/14/2018,8/14/2023,http://www.commoncriteriaportal.org:443/files/epfiles/1055a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1055b_pdf.pdf,,,,
Other Devices and Systems,,,,RSA Archer Suite v6.3,RSA Security LLC,MY,"EAL2+,ALC_FLR.2",,5/30/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C095-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/RSA Archer 6.3 ST v0.7.pdf,,,,
Other Devices and Systems,,,,Dell EMC VxRail Appliance 4.0,Dell EMC,ES,"EAL2+,ALC_FLR.2",,5/26/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/2016-46-INF-2342.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2016-46-ST.pdf,2/7/2019,Dell EMC VxRail Appliance 4.0,http://www.commoncriteriaportal.org:443/files/epfiles/2018-56 INF-2644.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2018-56-ST.pdf
Other Devices and Systems,,,,Dell EMC VxRail Appliance 4.0,Dell EMC,ES,"EAL2+,ALC_FLR.2",,5/26/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/2016-46-INF-2342.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2016-46-ST.pdf,,,,
Other Devices and Systems,,,,Dell EMC&trade; Elastic Cloud Storage&trade; v3.2,Dell EMC,CA,"EAL2+,ALC_FLR.2",,5/15/2018,5/15/2023,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-439 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-439 ST v1.0.pdf,,,,
Other Devices and Systems,,,,PassBy&#x5b;ME&#x5d; Server System v1.2,Microsec,IT,EAL2,,5/8/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/cr_passbyme12_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_passbyme12_v1.7.pdf,,,,
Other Devices and Systems,,,,Thinklogical TLX12,Thinklogical,NO,EAL4,,5/8/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/20180508 SERTIT-102 CR Thinklogical TLX12 v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ThinklogicalSecurityTarget_1_2_TLX12.pdf,,,,
Other Devices and Systems,,,,Thinklogical TLX160,Thinklogical,NO,EAL4,,5/8/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/20180508 SERTIT-105 CR Thinklogical TLX160 v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ThinklogicalSecurityTarget_1_1_TLX160.pdf,,,,
Other Devices and Systems,,,,Thinklogical TLX24,Thinklogical,NO,EAL4,,5/8/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/20180508 SERTIT-103 CR Thinklogical TLX24 v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ThinklogicalSecurityTarget_1_2_TLX24.pdf,,,,
Other Devices and Systems,,,,Thinklogical TLX80,Thinklogical,NO,EAL4,,5/8/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/20180508 SERTIT-104 CR Thinklogical TLX80 v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ThinklogicalSecurityTarget_1_2_TLX80.pdf,,,,
Other Devices and Systems,,,,Kaspersky Endpoint Security 10 for Windows with Kaspersky Full Disk Encryption 3.0 version 10.3.0.6294 AES256,Kaspersky Lab UK Ltd.,ES,"EAL2+,ALC_FLR.1",,4/24/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/2014-40-INF-2261 v3.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2014-40-ST.pdf,,,,
Other Devices and Systems,,,,Huawei IP Camera Series Products,Huawei Technologies Co. Ltd.,NO,"EAL3+,ALC_FLR.2",,4/19/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/20180419_SERTIT-106_CR_v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Huawei IP Camera Series products V200R003C20 Security Target V1.0.pdf,,,,
Other Devices and Systems,,,,IBM Enterprise PKCS&#x23;11 Firmware FW IDs &#x27;dada00eb&#x27; &#x28;&#x28;4767&#x29; and &#x27;e41c1444&#x27; &#x28;4765&#x29;,IBM Corporation,DE,EAL4,,3/26/2018,3/26/2023,http://www.commoncriteriaportal.org:443/files/epfiles/1002a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1002b_pdf.pdf,,,,
Other Devices and Systems,,,,"KoCoBox MED+ Netzkonnektor, 1.3.4",KoCo Connector GmbH,DE,"EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5",NK-PP,2/18/2018,2/17/2023,http://www.commoncriteriaportal.org:443/files/epfiles/0950V2a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0950V2b_pdf.pdf,,,,
Other Devices and Systems,,,,HPE Integrated Lights-Out 5 v1.11,Hewlett Packard Enterprise Development LP,CA,"EAL2,ALC_FLR.2",,2/12/2018,2/12/2023,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-427 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-427 HPE iLO5 v1.11 ST v0.9.pdf,,,,
Other Devices and Systems,,,,Arco40 evo v. 1.0,Altares s.r.l.,IT,"EAL1+,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1",WBIS_V1.04,1/30/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/cr_arco40_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_arco40_v1.4.pdf,,,,
Other Devices and Systems,,,,Citrix XenDesktop 7.15 LTSR Platinum Edition and Citrix XenApp 7.15 LTSR Platinum Edition,"Citrix Systems, Inc.",CA,"EAL2+,ALC_FLR.2",,1/30/2018,1/30/2023,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-433 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-433 ST v1.0.pdf,,,,
Other Devices and Systems,,,,Smart TV Security Solution V2.0 for Samsung Knox,"Samsung Electronics Co., Ltd.",KR,EAL1,,12/27/2017,12/27/2022,http://www.commoncriteriaportal.org:443/files/epfiles/[KECS-CR-17-82] Smart TV Security Solution V2.0 for Samsung Knox Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ENG] Smart TV Security Solution_V2.0_for_Samsung_Knox_Security_Target_V1.4.pdf,,,,
Other Devices and Systems,,,,Dell EMC&trade; Secure Remote Services v3.24,Dell EMC,CA,"EAL2+,ALC_FLR.2",,12/19/2017,12/19/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-420 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-420 ESRS_EAL2_ST_17.pdf,,,,
Other Devices and Systems,,,,Rubrik Converged Data Management,"Rubrik, Inc.",NO,"EAL2+,ALC_FLR.1",,12/6/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/20171206_SERTIT-085_CR_Rubrik_v10.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST_Rubrik_Converged_Data_Management_v.1.3.pdf,,,,
Other Devices and Systems,,,,Automated Privilege Password Management v4.0.01,SecureKi Sdn. Bhd.,MY,EAL2,,11/24/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C082-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/SecureKi APPM_ST_0.5.pdf,,,,
Other Devices and Systems,,,,XOmail,Thales Norway AS,NO,"EAL4+,ALC_FLR.3",,11/14/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/SERTIT-092 CR 1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/XOmail 21 Security Target 739_20725_aaaa_sc_ed4-public.pdf,11/15/2018,Maintenance of SERTIT-092 XOmail,http://www.commoncriteriaportal.org:443/files/epfiles/2011115 Sertit 092 Maintenance Report v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/XOmail 21 Security Target 739_20725_aaaa_sc_ed5-public.pdf
Other Devices and Systems,,,,XOmail,Thales Norway AS,NO,"EAL4+,ALC_FLR.3",,11/14/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/SERTIT-092 CR 1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/XOmail 21 Security Target 739_20725_aaaa_sc_ed4-public.pdf,,,,
Other Devices and Systems,,,,Votiro Secure Data Sanitization Engine Version 7.1,Votiro Cybersec Limited,AU,EAL2,,11/8/2017,11/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/CR_2017_110_Votiro_SDS_v7.1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ST_Votiro_SDS_v1.2.pdf,,,,
Other Devices and Systems,,,,Cisco HyperFlex Systems HX Series,"Cisco Systems, Inc.",NO,EAL2,,11/6/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/SERTIT-095 Cisco HyperFlex Systems HX Series CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HyperFlex-HX_SecurityTarget_v1.0.pdf,10/8/2018,SERTIT-095 MR Maintenance Report,http://www.commoncriteriaportal.org:443/files/epfiles/20181008 SERTIT 095 Maintenance Report 0.9.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HyperFlex-HX_SecurityTarget_v2.0.pdf
Other Devices and Systems,,,,Cisco HyperFlex Systems HX Series,"Cisco Systems, Inc.",NO,EAL2,,11/6/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/SERTIT-095 Cisco HyperFlex Systems HX Series CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/HyperFlex-HX_SecurityTarget_v1.0.pdf,,,,
Other Devices and Systems,,,,Digital Tachograph DTCO 1381 Release 3.0,Continental Automotive GmbH,DE,"EAL4+,AMA_EVA.1,ATE_DPT.2,AVA_VAN.5",VU_PP_V1.0,10/20/2017,10/20/2022,http://www.commoncriteriaportal.org:443/files/epfiles/1015a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1015b_pdf.pdf,,,,
Other Devices and Systems,,,,VBrain EMS v. 1.0,Vitrociset S.p.A.,IT,"EAL1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1,ALC_FLR.1",,10/10/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/cr_vbrain_ems_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vbrain_ems_v1.1.pdf,,,,
Other Devices and Systems,,,,"DIGITTRADE High Security HS256 S3, Version 1.0",DIGITTRADE GmbH,DE,EAL2,PSMPP,10/6/2017,10/6/2022,http://www.commoncriteriaportal.org:443/files/epfiles/0825a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0825b_pdf.pdf,,,,
Other Devices and Systems,,,,Dell EMC&trade; Unity&trade; OE 4.2,Dell EMC,CA,"EAL2+,ALC_FLR.2",,9/22/2017,9/22/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-421 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-421 Unity_EAL2_ST_1.4.pdf,8/20/2019,Dell EMC&trade; Unity&reg; OE v5.0,http://www.commoncriteriaportal.org:443/files/epfiles/383-7-160 MR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-7-160 Unity_EAL2_ST_1.0.pdf
Other Devices and Systems,,,,Dell EMC&trade; Unity&trade; OE 4.2,Dell EMC,CA,"EAL2+,ALC_FLR.2",,9/22/2017,9/22/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-421 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-421 Unity_EAL2_ST_1.4.pdf,,,,
Other Devices and Systems,,,,SolarWinds Orion Suite for Federal Government V2.0,"Solarwinds Worldwide, LLC",ES,"EAL2+,ALC_FLR.2",,8/18/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/2016-41-INF-1976.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2016-41-ST.pdf,,,,
Other Devices and Systems,,,,"IMELO-Secure, Version 1.0",Institut f&uuml;r Entsorgung und Umwelttechnik GmbH,DE,"EAL1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1",WBIS_V1.04,8/16/2017,8/16/2022,http://www.commoncriteriaportal.org:443/files/epfiles/1013a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1013b_pdf.pdf,,,,
Other Devices and Systems,,,,Digital Tachograph EFAS-4.5 Version 03.00,intellic GmbH,DE,"EAL4+,ATE_DPT.2,AVA_VAN.5",VU_PP_V1.0,8/2/2017,8/1/2022,http://www.commoncriteriaportal.org:443/files/epfiles/0980a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0980b_pdf.pdf,,,,
Other Devices and Systems,,,,KT Secure Vault V1.0,KT Corp.,KR,EAL1,,7/26/2017,7/26/2022,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-17-47 Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KT Secure Vault V1.0-ST-V1.0.023_Eng.pdf,,,,
Other Devices and Systems,,,,Voice Stream Interceptor &#x28;VSI&#x29;,Saab Danmark AS,NO,"EAL5+,ALC_FLR.3",,6/21/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/CR SERTIT-072_1.PDF,http://www.commoncriteriaportal.org:443/files/epfiles/SV000073-Voice-Stream-Interceptor-Security-Target-Lite.pdf,10/1/2021,SERTIT-072 MR Maintenance Report v 1.0,http://www.commoncriteriaportal.org:443/files/epfiles/SERTIT-072 MR v 1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/SV000073-Voice-Stream-Interceptor-Security-Target-Lite-2.pdf
Other Devices and Systems,,,,Voice Stream Interceptor &#x28;VSI&#x29;,Saab Danmark AS,NO,"EAL5+,ALC_FLR.3",,6/21/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/CR SERTIT-072_1.PDF,http://www.commoncriteriaportal.org:443/files/epfiles/SV000073-Voice-Stream-Interceptor-Security-Target-Lite.pdf,,,,
Other Devices and Systems,,,,Dell EqualLogic PS 4000 Series Storage Firmware v7.1.1,"Dell, Inc.",DE,"EAL2+,ALC_FLR.1",,6/12/2017,6/12/2022,http://www.commoncriteriaportal.org:443/files/epfiles/1008a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/1008b_pdf.pdf,,,,
Other Devices and Systems,,,,Shavlik U.S Federal Protect Standard v9.2 Update 3,Ivanti,CA,"EAL2+,ALC_FLR.2",,6/8/2017,6/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-418 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-418 Shavlik US Federal Shavlik Protect Standard ST v0.3.pdf,7/24/2018,Ivanti Patch for Windows Server v9.3 Update 1,http://www.commoncriteriaportal.org:443/files/epfiles/383-7-156 MR-v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Ivanti Patch for Windows Servers 9.3 ST.pdf
Other Devices and Systems,,,,Shavlik U.S Federal Protect Standard v9.2 Update 3,Ivanti,CA,"EAL2+,ALC_FLR.2",,6/8/2017,6/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-418 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-418 Shavlik US Federal Shavlik Protect Standard ST v0.3.pdf,11/14/2019,Ivanti Security Controls 2019.2,http://www.commoncriteriaportal.org:443/files/epfiles/383-7-162 Ivanti SC MR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Ivanti Security Controls 2019.2 ST v0.1.pdf
Other Devices and Systems,,,,Shavlik U.S Federal Protect Standard v9.2 Update 3,Ivanti,CA,"EAL2+,ALC_FLR.2",,6/8/2017,6/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-418 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-418 Shavlik US Federal Shavlik Protect Standard ST v0.3.pdf,,,,
Other Devices and Systems,,,,CENTAGATE v3.010-build13,SecureMetric Technology Sdn Bhd,MY,"EAL4+,ALC_FLR.2",,6/6/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C072-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2017-05-08-CTG-ST-3.0.pdf,,,,
Other Devices and Systems,,,,Fuji Xerox ApeosPort-VI C7771/C6671/C5571/C4471/C3371/C3370/C2271 DocuCentre-VI C7771/C6671/C5571/C4471/C3371/C3370/C2271 Series Controller Software Controller ROM Ver. 1.0.19,FUJIFILM Business Innovation Corp.,JP,"EAL2+,ALC_FLR.2",,5/25/2017,5/25/2022,http://www.commoncriteriaportal.org:443/files/epfiles/c0550_erpt.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/c0550_est.pdf,,,,
Other Devices and Systems,,,,"BeyondTrust Software, Inc. IT Risk Management Framework v6.0","BeyondTrust Software, Inc.",CA,"EAL2+,ALC_FLR.2",,5/8/2017,5/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-412 CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-412 BeyondTrust IT Risk Management Framework ST v1.0.pdf,,,,
Other Devices and Systems,,,,PersonalUTM 1.0 for wiz stick 1.0,KT Corp.,KR,EAL1,,5/2/2017,5/2/2022,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-17-24 Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/CC-wiz_stick_1.0-ST_v1.15(EN).pdf,,,,
Other Devices and Systems,,,,Secusmart SecuSUITE Client v3.0 and Vodafone Secure Call Client v3.0,Secusmart,CA,None,PP_VOIP_V1.3,5/1/2017,5/1/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-398 CR v1.2e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-398 SecuSUITE SIP Client ST_1.10.pdf,,,,
Other Devices and Systems,,,,Varonis Data Governance Suite including DataPrivilege version 6.2.38.0 for Data Governance Suite and 6.0.113 for DataPrivilege,"Varonis Systems, Inc.",ES,"EAL2+,ALC_FLR.2",,2/2/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/2015-09-inf-1780.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2015-09-st.pdf,3/24/2017,Varonis Data Governance Suite v6.2.38.0 including DataPrivilege v6.0.113&#xd;&#xa;- DatAdvantage v6.2.38.0&#xd;&#xa;- DataPrivilege v6.0.113&#xd;&#xa;- IDU Classification Framework v6.2.35.57&#xd;&#xa;- DatAlert v6.2.35.57&#xd;&#xa;- Data Transport Engine v6.2.35.57&#xd;&#xa;- Probe v6.2.35.57&#xd;&#xa;- Collector v6.2.35.57&#xd;&#xa;- DatAdvantage UI v6.2.35.57&#xd;&#xa;- DatAdvantage Management Console v6.2.35.57&#xd;&#xa;- Powershell API v6.2.35.57&#xd;&#xa;- Exchange Agent v5.9.68.5&#xd;&#xa;- Windows Agent v6.2.35.57&#xd;&#xa;- Unix Agent v6.2.181&#xd;&#xa;- SharePoint Agent v6.2.35.57&#xd;&#xa;- Directory Services Agent v6.2.35.57,http://www.commoncriteriaportal.org:443/files/epfiles/2017-06-INF-1807.pdf,
